"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"SegID68" -0.0361282101947588 0.0133959309689981 4680 -2.69695404360992 0.00702276038557869
"SegID69" -0.0324490669118073 0.0133959309689981 4680 -2.4223077132081 0.0154600186572236
"SegID70" 0.00796945230371406 0.0133959309689983 4680 0.594915898130372 0.55192845143087
"SegID71" -0.0726965428512179 0.0133959309689981 4680 -5.42676302374638 6.02810448549154e-08
"SegID72" -0.0503856411917729 0.0133959309689981 4680 -3.76126461896371 0.000171122234615415
"SegID73" 0.00579951426635893 0.0133959309689981 4680 0.432931035534644 0.665084822508645
"SegID74" 0.0516277690773934 0.0133959309689981 4680 3.85398888639204 0.000117766003230101
"SegID75" -0.0315567876868855 0.0133959309689983 4680 -2.35569948515831 0.0185288961207603
"SegID76" 0.0713115114948098 0.0133959309689982 4680 5.32337107886297 1.06625051396447e-07
"SegID77" 0.0678555526393795 0.0133959309689982 4680 5.0653853618995 4.23247811515714e-07
"SegID78" 0.159418908668941 0.0133959309689981 4680 11.9005471913733 3.41111694010609e-32
"SegID79" 0.0057317844402226 0.0133959309689983 4680 0.427875035597559 0.668761791101432
"SegID80" 0.0419878148524215 0.0133959309689983 4680 3.1343707988338 0.00173288749948256
"SegID81" 0.0422939179043472 0.0133959309689982 4680 3.15722124891706 0.0016029276279448
"SegID82" 0.0839608129469038 0.0133959309689982 4680 6.26763553359688 3.99536393222437e-10
"SegID83" -0.176011458363088 0.0133959309689982 4680 -13.1391732885475 9.45767403034552e-39
"SegID84" -0.138793704144741 0.0133959309689982 4680 -10.3608852916566 6.9263266215489e-25
"SegID85" 0.0310752332252827 0.0133959309689981 4680 2.3197516691598 0.020397130403933
"ParticipantTypePatient:SegID1" -0.0390749561762405 0.0317177153692017 4680 -1.23195998581231 0.218025925195005
"ParticipantTypePatient:SegID2" -0.0247600391591103 0.0294650408061658 4680 -0.840319187812868 0.400772373432775
"ParticipantTypePatient:SegID3" 0.00381680235614242 0.029465040806166 4680 0.12953663907174 0.896938602081316
"ParticipantTypePatient:SegID4" -0.0122180810196243 0.039453729748275 4680 -0.309681267083716 0.756817137075656
"ParticipantTypePatient:SegID5" -0.00868429559087052 0.033133032728568 4680 -0.262103854543406 0.793252910551072
"ParticipantTypePatient:SegID6" -0.029883707393599 0.0317152381809052 4680 -0.942250763596381 0.346112904895927
"ParticipantTypePatient:SegID7" -0.0444126579051725 0.0317158269520271 4680 -1.40033107042583 0.161480492661875
"ParticipantTypePatient:SegID8" 0.0208636905965597 0.0368704014550939 4680 0.565865566231236 0.571512300408759
"ParticipantTypePatient:SegID9" 0.0119380410845572 0.036876451145157 4680 0.32373074723393 0.746156355898995
"ParticipantTypePatient:SegID10" -0.0593668390822951 0.029465040806166 4680 -2.01482290395714 0.0439802924230988
"ParticipantTypePatient:SegID11" 0.00837397136108468 0.0305095183939055 4680 0.274470781641621 0.783734969035901
"ParticipantTypePatient:SegID12" 0.0146251315075669 0.0294650408061659 4680 0.496355379372371 0.619667011574724
"ParticipantTypePatient:SegID13" -0.0116907099879736 0.029465040806166 4680 -0.396765443661871 0.691558526524635
"ParticipantTypePatient:SegID14" -0.0401896957657958 0.029465040806166 4680 -1.36397896171878 0.172639780849792
"ParticipantTypePatient:SegID15" 0.0220414897876953 0.0294650408061659 4680 0.748055634224095 0.454464188675693
"ParticipantTypePatient:SegID16" -0.0946989382581289 0.029465040806166 4680 -3.21394220632852 0.00131814667840054
"ParticipantTypePatient:SegID17" 0.0316272487422114 0.0294650408061661 4680 1.07338214632959 0.283155033147688
"ParticipantTypePatient:SegID18" -0.0157898382274703 0.0305087744089375 4680 -0.517550722156989 0.604796232184548
"ParticipantTypePatient:SegID19" -0.0668032075938201 0.029465040806166 4680 -2.26720227653106 0.0234232919028055
"ParticipantTypePatient:SegID20" -0.0079097311099663 0.0305072795124805 4680 -0.259273564748061 0.79543557795706
"ParticipantTypePatient:SegID21" 0.0107877967662645 0.0305087744089379 4680 0.353596530023314 0.723657202567928
"ParticipantTypePatient:SegID22" 0.0265535750274781 0.029465040806166 4680 0.901189148257394 0.367534132877657
"ParticipantTypePatient:SegID23" 0.0361962644208379 0.0294650408061659 4680 1.22844779543843 0.219340686626871
"ParticipantTypePatient:SegID24" 0.0347009762544844 0.029465040806166 4680 1.17769992184171 0.238976142519047
"ParticipantTypePatient:SegID25" 0.021569363042841 0.0317126628330128 4680 0.680149855482567 0.49644322241075
"ParticipantTypePatient:SegID26" 0.0510933888048698 0.0305092121910955 4680 1.6746872546182 0.094062422588908
"ParticipantTypePatient:SegID27" 0.0205128986490089 0.0305087744089378 4680 0.672360625636914 0.501387335466489
"ParticipantTypePatient:SegID28" 0.0473716350521332 0.0294650408061659 4680 1.60772338188041 0.107963231022265
"ParticipantTypePatient:SegID29" 0.0177700409478252 0.0305072795124808 4680 0.582485270132177 0.560267921312463
"ParticipantTypePatient:SegID30" 0.0373477973650661 0.0317145190213257 4680 1.17762458702124 0.239006184869432
"ParticipantTypePatient:SegID31" -0.0622698971624748 0.0294650408061661 4680 -2.11334841082058 0.0346237459516479
"ParticipantTypePatient:SegID32" 0.0237701212589618 0.0305072795124808 4680 0.779162273359617 0.435923526883113
