"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"112" "ParticipantTypePatient:SegID25" 0.0355855474972671 0.0302817859418075 4680 1.1751469205169 0.239995725208757
"113" "ParticipantTypePatient:SegID26" -0.0532826577062949 0.0291326581161287 4680 -1.82896656713917 0.0674682188837257
"114" "ParticipantTypePatient:SegID27" 0.021893722619486 0.0291322406651632 4680 0.751528963086827 0.452372166709397
"115" "ParticipantTypePatient:SegID28" -0.0288122264228423 0.0281356242021658 4680 -1.02404788377236 0.305865586763595
"116" "ParticipantTypePatient:SegID29" 0.0825447275558752 0.0291308143603624 4680 2.83358805334985 0.00462256635361811
"117" "ParticipantTypePatient:SegID30" 0.0242806589248384 0.0302835562433104 4680 0.801777001675688 0.422722671782645
"118" "ParticipantTypePatient:SegID31" 0.0647664108990044 0.028135624202166 4680 2.30193616582419 0.0213824725949589
"119" "ParticipantTypePatient:SegID32" 0.0605958512293397 0.0291308143603624 4680 2.08012898231198 0.037567989318185
"120" "ParticipantTypePatient:SegID33" -0.0217166232742377 0.0291330471615889 4680 -0.745429173741579 0.456049747864193
"121" "ParticipantTypePatient:SegID34" -0.0271941139473086 0.0302839537457603 4680 -0.897971056738776 0.369247173583887
"122" "ParticipantTypePatient:SegID35" -0.0304458392677953 0.0291311448414322 4680 -1.04513020114792 0.296016775185569
"123" "ParticipantTypePatient:SegID36" -0.0187745819019928 0.0302864422026186 4680 -0.619900540855523 0.535353449605764
"124" "ParticipantTypePatient:SegID37" -0.0663153799419633 0.0291308143603622 4680 -2.27646845438682 0.0228629488313425
"125" "ParticipantTypePatient:SegID38" -0.0273267813266592 0.030284088388592 4680 -0.902347826225247 0.366918564879356
"126" "ParticipantTypePatient:SegID39" 0.0156323529219655 0.0302817859418075 4680 0.516229556341432 0.605718478698099
"127" "ParticipantTypePatient:SegID40" -0.0375879832015021 0.0291332812121854 4680 -1.29020768130232 0.197042303409083
"128" "ParticipantTypePatient:SegID41" 0.00325374578541325 0.0281356242021658 4680 0.115645054185888 0.907938815878129
"129" "ParticipantTypePatient:SegID42" -0.0391468768505149 0.0281356242021658 4680 -1.39136336799315 0.164181400079502
"130" "ParticipantTypePatient:SegID43" 0.0325782392111365 0.0291327255766564 4680 1.11826952563755 0.263509295528496
"131" "ParticipantTypePatient:SegID44" 0.0501119318461779 0.0281356242021658 4680 1.78108477303022 0.0749634436789913
