"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"SegID37" -0.080648888586008 0.0117975554956296 4680 -6.83606774436316 9.18487075340848e-12
"SegID38" -0.111225997397688 0.0117975554956297 4680 -9.4278850766068 6.40764728123399e-21
"SegID39" 0.116320246317637 0.0117975554956303 4680 9.8596905401904 1.03460682902351e-22
"SegID40" 0.162345319758669 0.0117975554956296 4680 13.7609286787258 2.88435126997106e-42
"SegID41" 0.0921406562996246 0.0117975554956298 4680 7.81014815601051 7.00105963540983e-15
"SegID42" 0.103701353165122 0.01179755549563 4680 8.79007123158139 2.06570563975476e-18
"SegID43" -0.0390294413730899 0.0117975554956295 4680 -3.30826512217286 0.000945851365423265
"SegID44" -0.0497617193146703 0.0117975554956296 4680 -4.21796865741419 2.51172902918389e-05
"SegID45" 0.0638114083288644 0.0117975554956294 4680 5.40886697693472 6.65836733258852e-08
"SegID46" 0.05193385521375 0.0117975554956302 4680 4.40208611292282 1.0960349117802e-05
"SegID47" -0.271250909870553 0.0117975554956298 4680 -22.992128324468 6.36052478630628e-111
"SegID48" -0.100779974592741 0.01179755549563 4680 -8.54244547780014 1.75485068073209e-17
"SegID49" -0.0110115611370733 0.0117975554956301 4680 -0.9333765067816 0.350673757499427
"SegID50" 0.0364846491307678 0.0117975554956295 4680 3.09256007689762 0.00199606766581694
"SegID51" 0.0416356769704705 0.0117975554956301 4680 3.52917831036208 0.000420860254140799
"SegID52" 0.0573169407108628 0.0117975554956298 4680 4.85837432441786 1.22218889822634e-06
"SegID53" -0.081164610724244 0.01179755549563 4680 -6.87978206623474 6.78480766297275e-12
"SegID54" -0.034967853463189 0.0117975554956296 4680 -2.96399143671271 0.0030520769236844
"SegID55" 0.0952245437403591 0.0117975554956298 4680 8.07154870139273 8.7494776131392e-16
"SegID56" 0.103477092417086 0.0117975554956301 4680 8.77106214549408 2.43940538459169e-18
"SegID57" 0.0731833255874742 0.0117975554956297 4680 6.20326182102591 6.00739970820158e-10
"SegID58" 0.0282931710937403 0.01179755549563 4680 2.39822318311794 0.0165137444756796
"SegID59" 0.109796082588065 0.01179755549563 4680 9.30668074659495 1.97741050024163e-20
"SegID60" 0.144102458984619 0.0117975554956299 4680 12.2146031894487 8.45408368866454e-34
"SegID61" 0.147049045694596 0.01179755549563 4680 12.464365668724 4.19153993360593e-35
