"diff" "lwr" "upr" "p adj" "comparison" "signif"
17.2594847075237 -0.469806931965696 34.9887763470132 0.0615295816895313 "Frontal-Cerebellum" NA
4.37968233595814 -26.1728668508123 34.9322315227286 0.999459196539622 "Insula-Cerebellum" NA
7.99231133020657 -10.7172276320116 26.7018502924247 0.852950163156208 "Occipital-Cerebellum" NA
23.5383163291904 3.53697785458512 43.5396548037957 0.0108441086652217 "Parietal-Cerebellum" "*"
-2.50224932979888 -22.1982059251705 17.1937072655728 0.999730618503228 "Subcortex-Cerebellum" NA
1.86678625328126 -17.5710208263757 21.3045933329382 0.999947493739265 "Temporal-Cerebellum" NA
-12.8798023715656 -39.6077151747344 13.8481104316032 0.767724484710451 "Insula-Frontal" NA
-9.26717337731716 -20.7113819206167 2.17703516598233 0.191919998598192 "Occipital-Frontal" NA
6.27883162166666 -7.17392280928519 19.7315860526185 0.79316182350957 "Parietal-Frontal" NA
-19.7617340373226 -32.7561084820788 -6.7673595925664 0.00031305598629483 "Subcortex-Frontal" "***"
-15.3926984542425 -27.9923573809647 -2.7930395275202 0.007101258372613 "Temporal-Frontal" "**"
3.61262899424843 -23.7753316628448 31.0005896513416 0.999665185886394 "Occipital-Insula" NA
19.1586339932323 -9.12753014316932 47.4447981296338 0.392228219055882 "Parietal-Insula" NA
-6.88193166575702 -34.9529887705846 21.1891254390705 0.989386579401805 "Subcortex-Insula" NA
-2.51289608267688 -30.4034300474773 25.3776378821236 0.999963953612922 "Temporal-Insula" NA
15.5460049989838 0.825418464467457 30.2665915335002 0.0316116687941959 "Parietal-Occipital" "*"
-10.4945606600054 -24.7974566377864 3.80833531777552 0.296400657213039 "Subcortex-Occipital" NA
-6.12552507692531 -20.0707920593255 7.81974190547492 0.835784274287103 "Temporal-Occipital" NA
-26.0405656589893 -41.9961140967017 -10.0850172212768 8.79442080957693e-05 "Subcortex-Parietal" "***"
-21.6715300759091 -37.307295609051 -6.03576454276725 0.00135459815070349 "Temporal-Parietal" "**"
4.36903558308014 -10.8741376180098 19.6122087841701 0.976249296565423 "Temporal-Subcortex" NA
