"Variables" "Value" "Std.Error" "DF" "t.value" "p.value"
"53" "SegID51" 0.073780724470603 0.0164963008318271 4680 4.47256177143996 7.91186942554182e-06
"54" "SegID52" 0.097504837372314 0.0164963008318273 4680 5.91070921695318 3.64808792352696e-09
"55" "SegID53" 0.0158383324324474 0.0164963008318274 4680 0.960114185229302 0.337047349368447
"56" "SegID54" -0.143264978677422 0.016496300831827 4680 -8.6846730147534 5.17151804180275e-18
"57" "SegID55" 0.0251359338538589 0.016496300831827 4680 1.52373153897407 0.127643353799573
"58" "SegID56" 0.0270548090623571 0.0164963008318271 4680 1.64005308451692 0.101061335621868
"59" "SegID57" 0.0894960124351038 0.0164963008318275 4680 5.42521704395888 6.08018479581728e-08
"60" "SegID58" 0.136264190270125 0.0164963008318271 4680 8.26028766444557 1.87250699700664e-16
"61" "SegID59" 0.0403808634064669 0.016496300831827 4680 2.44787384869694 0.0144066767454339
"62" "SegID60" 0.00228172538974958 0.0164963008318275 4680 0.138317396912845 0.889995527711406
"63" "SegID61" 0.0182363333625883 0.0164963008318274 4680 1.10548016482603 0.269008410752745
"64" "SegID62" -0.0603223831041213 0.0164963008318274 4680 -3.65672181412559 0.000258268054807048
"65" "SegID63" -0.20048564919243 0.0164963008318271 4680 -12.1533700940773 1.75066504773115e-33
"66" "SegID64" -0.1879988798402 0.0164963008318276 4680 -11.3964264932341 1.06977436703586e-29
"67" "SegID65" 0.0128657171641905 0.0164963008318276 4680 0.779915284969084 0.435480180966223
"68" "SegID66" 0.0440802869459104 0.0164963008318275 4680 2.67213161273485 0.00756322778425707
"69" "SegID67" -0.0626533208991266 0.0164963008318275 4680 -3.79802244987222 0.000147704148400034
"70" "SegID68" -0.0272044491945196 0.0164963008318272 4680 -1.6491242171113 0.0991893044501745
"71" "SegID69" 0.0178575577953678 0.0164963008318272 4680 1.08251892211582 0.279077783450752
"72" "SegID70" 0.0487195586945109 0.0164963008318274 4680 2.95336264724956 0.00315896499537721
"73" "SegID71" 0.0207241321721935 0.0164963008318272 4680 1.2562896605407 0.209073675502596
"74" "SegID72" 0.00241630282782894 0.0164963008318273 4680 0.146475434248085 0.883552390187346
"75" "SegID73" -0.160834446369398 0.0164963008318272 4680 -9.74972801533128 3.007888872532e-22
"76" "SegID74" -0.118171120279178 0.0164963008318272 4680 -7.16349207521633 9.0924417748932e-13
"77" "SegID75" -0.0309668161993265 0.0164963008318274 4680 -1.87719759205531 0.060553172408328
"78" "SegID76" 0.0579992366199861 0.0164963008318274 4680 3.51589348492509 0.000442431755722882
"79" "SegID77" 0.0645936484176868 0.0164963008318273 4680 3.91564442696524 9.14461882747679e-05
"80" "SegID78" -0.0418558393013027 0.0164963008318273 4680 -2.53728637274532 0.0112037442046044
"81" "SegID79" 0.0274417277838464 0.0164963008318275 4680 1.66350796239731 0.0962777520843868
"82" "SegID80" -0.0746608032931458 0.0164963008318274 4680 -4.52591184255671 6.16268132343753e-06
"83" "SegID81" -0.00119852825572102 0.0164963008318274 4680 -0.07265436463238 0.942084269004739
"84" "SegID82" 0.0273586860196604 0.0164963008318273 4680 1.65847399963 0.09728884398442
