"diff" "lwr" "upr" "p adj" "comparison" "signif"
-6.58177462439401 -16.1361381742952 2.97258892550715 0.371476760203773 "Frontal-Cerebellum" NA
0.392542165058952 -16.072309800964 16.8573941310819 0.99999998701992 "Insula-Cerebellum" NA
-5.06937603826414 -15.1519975400683 5.01324546354002 0.730703923778636 "Occipital-Cerebellum" NA
-10.2681235090753 -21.0468992862956 0.510652268145105 0.0721437116815097 "Parietal-Cerebellum" NA
4.22357217649578 -6.39063247430399 14.8377768272955 0.890259254792348 "Subcortex-Cerebellum" NA
-1.54993404322004 -12.025021216936 8.92515313049592 0.999351427760572 "Temporal-Cerebellum" NA
6.97431678945297 -7.4294282131244 21.3780617920303 0.763727559075638 "Insula-Frontal" NA
1.51239858612988 -4.65491656593318 7.67971373819294 0.98937129247983 "Occipital-Frontal" NA
-3.68634888468125 -10.9360748858358 3.56337711647326 0.720266769102332 "Parietal-Frontal" NA
10.8053468008898 3.80264302268508 17.8080505790945 0.000243896019402112 "Subcortex-Frontal" "***"
5.03184058117398 -1.75814992936222 11.8218310917102 0.285034504199329 "Temporal-Frontal" NA
-5.46191820332309 -20.2213647920078 9.2975283853616 0.919932035200679 "Occipital-Insula" NA
-10.6606656741342 -25.9041565640579 4.58282521578943 0.353129540535203 "Parietal-Insula" NA
3.83103001143683 -11.2965391133318 18.9585991362054 0.987414657977055 "Subcortex-Insula" NA
-1.94247620827899 -16.9727609212357 13.0878085046778 0.999702526771562 "Temporal-Insula" NA
-5.19874747081113 -13.1317116454926 2.73421670387032 0.433015102117614 "Parietal-Occipital" NA
9.29294821475992 1.58507861867526 17.0008178108446 0.00827433551713563 "Subcortex-Occipital" "**"
3.5194419950441 -3.99570036143427 11.0345843515225 0.79056772823145 "Temporal-Occipital" NA
14.491695685571 5.89320717786254 23.0901841932796 4.70720180257844e-05 "Subcortex-Parietal" "***"
8.71818946585523 0.292032836342319 17.1443460953681 0.0377757283122729 "Temporal-Parietal" "*"
-5.77350621971582 -13.9880937722684 2.44108133283673 0.347146476989161 "Temporal-Subcortex" NA
