"ParticipantType" "SegID" "response" "SE" "df" "lower.CL" "upper.CL"
"56" "Patient" "113" 4.28269855639867 0.171413445066001 55 3.95259432497755 4.6403717196764
"57" "Control" "114" 5.96456639397979 0.121395719567801 55 5.72617865814996 6.21287849926904
"58" "Patient" "114" 5.70796467190263 0.235692728835052 55 5.25464099796744 6.20039707913274
"59" "Control" "115" 5.83472729567747 0.118753128350717 55 5.60152888068372 6.07763404243456
"60" "Patient" "115" 5.41381037701623 0.231506026209583 55 4.96918556339785 5.89821861638176
"61" "Control" "120" 4.10841484705221 0.0836178095266595 55 3.94421251472057 4.27945312086584
"62" "Patient" "120" 3.49674569035109 0.139955968744811 55 3.22722157293127 3.78877934057777
"63" "Control" "121" 4.05147526734921 0.0824589287642789 55 3.88954865744028 4.22014307766618
"64" "Patient" "121" 3.78820613733529 0.156422243867994 55 3.48734871748229 4.11501885859729
"65" "Control" "122" 8.96405298034605 0.182443716762266 55 8.60578380322696 9.33723733616456
"66" "Patient" "122" 7.6908628601213 0.31760927757397 55 7.07998663363361 8.35444677991381
"67" "Control" "123" 8.72213743072196 0.177520054205523 55 8.37353696987286 9.08525054993055
"68" "Patient" "123" 7.54095699050289 0.322465593538095 55 6.92163731483577 8.21569084683594
"69" "Control" "128" 7.86035524983067 0.159980360445789 55 7.54619791347902 8.18759133565526
"70" "Patient" "128" 7.66117310208407 0.31634339506185 55 7.05272849791469 8.32210871543553
"71" "Control" "129" 7.82468099577261 0.159254288933569 55 7.51194946376121 8.15043191929961
"72" "Patient" "129" 7.37561710488698 0.315383614560416 55 6.7698979562977 8.03553141111913
"73" "Control" "132" 15.1937501386981 0.309235593870197 55 14.5864966595543 15.826284313854
"74" "Patient" "132" 13.6690824542107 0.564422439431527 55 12.5834908232799 14.8483292723782
"75" "Control" "133" 15.439576869731 0.31423885998069 55 14.8224983548769 16.0823451087044
"76" "Patient" "133" 14.7930281539459 0.632575132719877 55 13.5781193208619 16.1166415460212
"77" "Control" "134" 11.1880389329862 0.227708092610599 55 10.7408829968392 11.6538105110026
"78" "Patient" "134" 10.3698093096722 0.443444468626676 55 9.51814146842482 11.297683006256
"79" "Control" "135" 9.59653123063646 0.195316429920837 55 9.21298359267225 9.99604642016614
"80" "Patient" "135" 9.03581251075599 0.373091349143092 55 8.318219689247 9.81531034039394
"81" "Control" "138" 6.03802121627846 0.12289073201626 55 5.7966976880344 6.28939133456711
"82" "Patient" "138" 5.71789443581102 0.22885663580074 55 5.27716737477133 6.19542918713949
"83" "Control" "139" 5.81876663290936 0.118428283925563 55 5.5862061228375 6.06100891799195
"84" "Patient" "139" 5.28402271949129 0.21149107886703 55 4.8767378649401 5.72532231039715
"85" "Control" "142" 24.2191799269649 0.49292850148225 55 23.2512042041576 25.2274536486076
"86" "Patient" "142" 20.8661531924751 0.861718945026904 55 19.2087602870998 22.6665512268504
"87" "Control" "143" 23.9579524714149 0.487611787266557 55 23.0004173100084 24.9553509784717
"88" "Patient" "143" 20.6622912375914 0.82700065796153 55 19.069671612707 22.3879198267138
"89" "Control" "144" 6.73605516268047 0.137097688165114 55 6.4668330880839 7.01648527751293
"90" "Patient" "144" 5.93054467762608 0.237367884039116 55 5.47342684247249 6.42583909232104
"91" "Control" "145" 6.60745434813519 0.13448029950892 55 6.3433721034911 6.88253065568439
"92" "Patient" "145" 5.83630705596118 0.233596057661031 55 5.38645292084648 6.323731136614
"93" "Control" "146" 5.06409892775508 0.10306867133172 55 4.86170046361455 5.27492348449286
"94" "Patient" "146" 4.46013156041779 0.184166725049101 55 4.10591126730321 4.8449107253359
"95" "Control" "147" 5.07652034878689 0.103321482222675 55 4.87362543373275 5.28786202428962
"96" "Patient" "147" 4.60480068844349 0.184305465223343 55 4.24986928897925 4.98937448153437
"97" "Control" "152" 8.8827507896739 0.180788988272857 55 8.52773104325473 9.25255043706652
"98" "Patient" "152" 7.52065097574458 0.321597029493833 55 6.90299942382179 8.193567408362
"99" "Control" "153" 8.11694276359838 0.165202638782294 55 7.79253031188561 8.45486089762665
"100" "Patient" "153" 6.67656067872757 0.285502157783827 55 6.12823207286317 7.27395143766228
"101" "Control" "154" 16.143333211736 0.328562282991671 55 15.4981274417112 16.8153996774959
"102" "Patient" "154" 14.264202431424 0.60996474275304 55 13.0927188298554 15.5405056542324
"103" "Control" "155" 16.5420859261775 0.336678023433107 55 15.8809430786732 17.2307529492071
"104" "Patient" "155" 15.0625093315204 0.621965554714743 55 13.8662416180489 16.3619813942101
"105" "Control" "156" 3.79799552255678 0.0772999022764533 55 3.64619981881074 3.95611066484727
"106" "Patient" "156" 3.52858679943087 0.145701593349814 55 3.24834909042088 3.83300084274642
"107" "Control" "157" 3.60749366056785 0.0734226530201619 55 3.46331180576761 3.75767798018199
"108" "Patient" "157" 3.00251301838508 0.123975948913423 55 2.76406146233821 3.26153544282831
"109" "Control" "160" 4.49637859550318 0.0915139641334662 55 4.31667039175218 4.68356826889734
"110" "Patient" "160" 4.29561795938642 0.183716344882924 55 3.9427789973753 4.68003245053473
"111" "Control" "161" 5.16211125569222 0.105063498162462 55 4.95579550144256 5.37701618405918
"112" "Patient" "161" 4.85506248277538 0.200466954102518 55 4.46949029638152 5.27389705504822
"113" "Control" "162" 4.51112870077437 0.0918141703051865 55 4.33083097484076 4.69893243887184
"114" "Patient" "162" 4.18944716366715 0.167681092140664 55 3.86653061518033 4.53933235863959
"115" "Control" "163" 4.23256032758827 0.086144519591616 55 4.06339623306577 4.40876692774749
"116" "Patient" "163" 3.54935346715085 0.142061575791339 55 3.27577441812692 3.84578069999681
"117" "Control" "166" 5.02232190082125 0.102218391208902 55 4.82159315249954 5.23140722945334
"118" "Patient" "166" 4.50215773372284 0.18590441809111 55 4.14459540335217 4.89056766383672
"119" "Control" "167" 5.36812408460431 0.109256439267323 55 5.15357454962486 5.59160557594077
"120" "Patient" "167" 4.67231855220489 0.192930748533701 55 4.30124201322742 5.07540858806443
"121" "Control" "168" 12.9371558032495 0.263307545621649 55 12.4200923528154 13.4757452298342
"122" "Patient" "168" 11.5441317691511 0.493663381016504 55 10.5960149065588 12.5770848265826
"123" "Control" "169" 12.913646272441 0.262829060477769 55 12.397522434956 13.4512569688542
"124" "Patient" "169" 11.405598613568 0.470963324397522 55 10.4997635316489 12.3895818550303
"125" "Control" "170" 3.35185130939561 0.0682196114036114 55 3.21788679434024 3.49139292906684
"126" "Patient" "170" 3.17713465196834 0.12716365370119 55 2.93224569268297 3.44247571815918
"127" "Control" "171" 3.79281482953647 0.077194460587064 55 3.64122618420802 3.95071429331728
"128" "Patient" "171" 3.61610840423796 0.154631639504011 55 3.31912659053576 3.93966293075
"129" "Control" "176" 13.0668534858101 0.26594725863023 55 12.5446063665482 13.6108423836188
"130" "Patient" "176" 11.8641528474063 0.474858383232473 55 10.9496810475397 12.8549975269138
